id,pl,pw,sl,sw
12939,4.3,2.8,1.1,0.3
12940,5,3.4,1.4,0.2
12941,5,3.4,1.3,0.4
12942,4.4,2.2,1.2,0.4
12943,4.3,3.2,1.2,0.2
12944,4.9,3.5,1.6,0.8
12945,5.1,3.8,1.9,0.5
12946,4.7,3.1,1.5,0.4
12947,5,3.8,1.6,0.2
12948,4.5,3.1,1.3,0.4
12949,5.2,3.6,1.4,0.1
12950,5,3.4,1.3,0.3
12951,7.1,3.3,4.7,1.5
12952,6.3,3.1,4.4,1.5
12953,6.8,3,4.8,1.6
12954,5.4,2.3,4,1.3
12955,6.4,2.7,4.5,1.5
12956,5.7,2.8,4.4,1.3
12957,6.3,3.3,4.5,1.7
12958,4.9,2.3,3.1,1
12959,6.6,2.9,4.7,1.3
12960,5.2,2.6,3.9,1.5
12961,4.9,1.9,3.5,1.1
12962,5.9,3,4.3,1.5
12963,5.9,2.1,3.9,1.2
12964,6.2,2.8,4.6,1.4
12965,5.6,2.9,3.6,1.3
12966,6.6,3,4.4,1.5
12967,5.5,2.8,4.5,1.7
12968,5.7,2.6,4.1,1
12969,6.1,2,4.5,1.6
12970,5.5,2.5,4,1.2
12971,5.9,3.3,4.7,1.9
12972,6.1,2.7,3.9,1.3
12973,6.2,2.4,4.8,1.5
12974,6,2.7,4.8,1.2
12975,6.5,2.9,4.4,1.5
12976,6.5,3,4.4,1.4
12977,6.8,2.6,4.8,1.4
12978,6.6,3,4.8,1.8
12979,5.9,2.8,4.5,1.7
12980,5.6,2.4,3.5,1.1
12981,5.4,2.4,3.7,1.1
12982,5.5,2.3,3.6,1.2
12983,5.7,2.7,3.8,1.2
12984,5.9,2.8,5,1.6
12985,5.2,3.1,4.5,1.6
12986,6,3.3,4.4,1.7
12987,6.7,3.1,4.6,1.5
12988,6.3,2.3,4.3,1.3
12989,5.5,3,3.9,1.3
12990,5.5,2.3,3.9,1.3
12991,5.4,2.5,4.2,1.3
12992,5.9,3,4.7,1.4
12993,5.8,2.6,4,1.3
12994,5,2.3,3.2,1
12995,5.6,2.5,4.1,1.4
12996,5.5,3.1,4.3,1.3
12997,5.5,2.9,4.2,1.5
12998,6.3,2.8,4.2,1.4
12999,5.2,2.4,2.9,1.3
13000,5.6,2.8,4.1,1.3
13001,6.2,3.2,6,2.6
13002,5.8,2.7,4.9,1.9
13003,7.1,2.9,5.8,2.2
13004,6.2,2.8,5.6,1.9
13005,6.4,2.9,5.9,2.2
13006,7.4,2.8,6.5,2.2
13007,4.9,2.4,4.5,1.9
13008,7.4,2.7,6.3,1.8
13009,6.7,2.4,5.8,1.8
13010,7.1,3.5,6.2,2.5
13011,6.4,3,5,2.1
13012,6.5,2.5,5.3,1.9
13013,6.8,3,5.4,2.1
13014,5.6,2.5,4.8,2
13015,5.9,2.8,5.1,2.6
13016,6.4,3.1,5.3,2.3
13017,6.3,2.9,5.5,1.8
13018,7.6,3.6,6.6,2.2
13019,7.7,2.6,6.8,2.2
13020,5.9,2.2,5,1.5
13021,6.8,3.1,5.7,2.4
13022,5.5,2.6,4.9,2.1
13023,7.6,2.7,6.7,2.1
13024,6.2,2.5,4.9,2
13025,6.6,3.3,5.5,2.3
13026,7.1,3.3,6,1.9
13027,6,2.8,4.7,2
13028,6,3,4.9,1.8
13029,6.4,2.8,5.5,2.1
13030,7.2,3,5.8,1.7
13031,7.5,2.7,6.1,2
13032,7.7,3.7,6.5,2.1
13033,6.3,2.9,5.5,2.2
13034,6.2,2.7,5.1,1.5
13035,6,2.6,5.4,1.5
13036,7.6,3,6,2.4
13037,6.3,3.3,5.6,2.6
13038,6.4,3,5.4,1.9
13039,5.8,2.9,4.7,1.7
13040,6.9,3,5.3,2.1
13041,6.7,2.9,5.5,2.4
13042,6.8,3.1,5.1,2.4
13043,5.9,2.5,5,1.9
13044,6.9,3.2,5.7,2.4
13045,6.6,3.3,5.6,2.6
13046,6.7,2.8,5.2,2.4
13047,6.2,2.5,4.9,2
13048,6.4,3.1,5.2,2
13049,6.2,3.3,5.3,2.3
13050,6,2.9,5,1.8
13051,5,3.4,1.3,0.3
13052,4.9,2.9,1.4,0.2
13053,4.6,3.2,1.2,0.2
13054,4.6,2.9,1.5,0.2
13055,4.8,3.5,1.3,0.2
13056,5.5,3.8,1.6,0.6
13057,4.7,3.4,1.4,0.4
13058,5,3.3,1.4,0.2
13059,4.4,2.9,1.3,0.3
13060,4.8,3,1.4,0.1
13061,5.3,3.7,1.3,0.3
13062,4.7,3.4,1.6,0.2
13063,4.7,2.9,1.4,0.2
13064,4.3,2.8,1,0.2
13065,5.8,4,1.1,0.2
13066,5.7,4.5,1.5,0.4
13067,5.4,3.8,1.3,0.4
13068,5,3.5,1.3,0.2
13069,5.7,3.7,1.7,0.5
13070,5,3.8,1.5,0.4
13071,5.3,3.4,1.7,0.4
13072,5,3.5,1.6,0.5
13073,4.4,3.6,1.1,0.2
13074,5,3.2,1.7,0.7
13075,4.8,3.4,1.9,0.3
13076,4.9,2.8,1.5,0.2
13077,4.9,3.5,1.7,0.5
13078,5.1,3.5,1.5,0.2
13079,5.2,3.3,1.3,0.3
13080,4.6,3.1,1.6,0.3
13081,4.7,3.1,1.5,0.2
13082,5.2,3.2,1.5,0.5
13083,5.2,3.9,1.6,0.3
13084,5.5,4.3,1.4,0.2
13085,5,3,1.3,0.1
13086,4.9,3.2,1,0.3
13087,5.5,3.5,1.3,0.1
13088,4.9,3.1,1.4,0.3
13089,4.4,2.8,1.2,0.4
13090,5.1,3.3,1.6,0.2
13091,4.9,3.6,1.3,0.5
13092,4.4,2.2,1.4,0.3
13093,4.3,3.2,1.3,0.2
13094,5,3.5,1.6,0.6
13095,5,3.8,1.9,0.5
13096,4.9,2.9,1.5,0.3
13097,5.1,3.8,1.7,0.3
13098,4.4,3.2,1.4,0.3
13099,5.1,3.7,1.4,0.1
13100,5,3.2,1.5,0.3
13101,6.9,3.1,4.7,1.4
13102,6.2,3.3,4.5,1.4
13103,6.8,3,4.8,1.5
13104,5.5,2.3,4,1.4
13105,6.3,2.8,4.5,1.5
13106,5.7,2.7,4.5,1.4
13107,6.3,3.2,4.7,1.6
13108,4.9,2.4,3.2,1
13109,6.5,2.7,4.7,1.4
13110,5.1,2.7,4,1.5
13111,5,2,3.6,1
13112,5.8,2.9,4.2,1.4
13113,6,2.1,4,0.9
13114,6.2,3,4.7,1.4
13115,5.6,2.7,3.6,1.3
13116,6.7,3,4.4,1.4
13117,5.6,2.9,4.5,1.4
13118,5.7,2.7,4,1.1
13119,6.2,2.2,4.5,1.5
13120,5.6,2.3,3.9,1.2
13121,5.9,3.2,4.8,1.8
13122,6,2.7,3.8,1.5
13123,6.3,2.5,4.9,1.5
13124,6,2.8,4.7,1.3
13125,6.5,2.7,4.2,1.4
13126,6.6,3,4.4,1.3
13127,6.7,2.7,4.8,1.5
13128,6.7,2.9,5.1,1.8
13129,6.1,2.8,4.4,1.5
13130,5.6,2.7,3.3,1.1
13131,5.5,2.4,3.6,1.1
13132,5.4,2.3,3.7,1.1
13133,5.7,2.6,4,1.3
13134,5.9,2.6,5,1.7
13135,5.4,3,4.4,1.5
13136,5.9,3.4,4.5,1.5
13137,6.6,3,4.7,1.5
13138,6.2,2.2,4.4,1.5
13139,5.7,3,4.2,1.4
13140,5.6,2.3,3.9,1.3
13141,5.6,2.5,4.4,1.2
13142,6.1,3,4.5,1.5
13143,5.9,2.6,3.8,1.3
13144,4.9,2.3,3.3,1
13145,5.5,2.6,4,1.2
13146,5.5,2.9,4.2,1.1
13147,5.8,2.9,4.1,1.3
13148,6.1,2.8,4.2,1.2
13149,5.1,2.4,2.9,1.2
13150,5.8,2.8,4.1,1.3
13151,6.1,3.1,6,2.4
13152,5.8,2.6,5,1.8
13153,7,3,5.8,2.2
13154,6.2,2.9,5.6,1.8
13155,6.3,2.9,5.7,2.2
13156,7.5,3,6.5,2.1
13157,4.9,2.5,4.4,1.6
13158,7.3,2.9,6.2,1.8
13159,6.6,2.6,5.7,1.8
13160,7.2,3.6,6.1,2.5
13161,6.5,3.2,5.2,2
13162,6.2,2.7,5.3,2
13163,6.7,2.9,5.5,2.2
13164,5.5,2.4,5,2.1
13165,5.7,2.8,5.1,2.3
13166,6.3,3.2,5.2,2.3
13167,6.5,2.9,5.6,1.9
13168,7.6,3.9,6.7,2.4
13169,7.6,2.5,6.9,2.3
13170,5.9,2.1,4.9,1.6
13171,6.8,3,5.5,2.3
13172,5.6,2.7,4.9,2
13173,7.7,2.7,6.7,2.1
13174,6.2,2.7,4.8,1.9
13175,6.7,3.3,5.6,2.2
13176,7.2,3.2,6.1,1.7
13177,6.2,2.7,4.8,2
13178,6.1,3.1,4.7,1.8
13179,6.2,2.9,5.5,2.1
13180,7.3,2.9,5.8,1.7
13181,7.4,2.8,6,2.1
13182,7.9,3.8,6.4,1.9
13183,6.3,2.7,5.4,2.3
13184,6.3,2.8,5.1,1.5
13185,6,2.4,5.5,1.4
13186,7.7,3,6.1,2.4
13187,6.2,3.3,5.6,2.4
13188,6.2,3,5.6,2
13189,6,2.8,4.6,1.7
13190,7,3.1,5.5,2
13191,6.6,3,5.7,2.5
13192,6.8,2.9,5,2.3
13193,5.8,2.6,5.1,2.1
13194,6.8,3.1,5.7,2.3
13195,6.7,3.2,5.7,2.6
13196,6.6,3,5,2.4
13197,6.3,2.5,4.9,2.1
13198,6.5,3.1,5.1,2.1
13199,6.1,3.4,5.3,2.3
13200,5.8,3,5.1,1.9
13201,4.9,3.5,1.4,0.2
13202,4.9,3,1.3,0.4
13203,4.6,3.1,1.3,0.2
13204,4.6,3,1.4,0.3
13205,4.9,3.6,1.3,0.2
13206,5.4,3.9,1.5,0.4
13207,4.7,3.2,1.3,0.3
13208,5.1,3.3,1.3,0.4
13209,4.3,3,1.4,0.4
13210,4.9,2.9,1.4,0.1
13211,5.4,3.7,1.4,0.4
13212,4.7,3.4,1.5,0.2
13213,4.7,2.9,1.4,0.1
13214,4.2,2.9,1.1,0.2
13215,5.7,3.9,1,0.4
13216,5.7,4.3,1.5,0.5
13217,5.4,4,1.2,0.3
13218,5.1,3.5,1.2,0.2
13219,5.6,3.8,1.5,0.3
13220,5,3.8,1.4,0.4
13221,5.4,3.4,1.6,0.2
13222,5.1,3.7,1.5,0.5
13223,4.4,3.5,1,0.3
13224,5,3.2,1.7,0.6
13225,4.7,3.3,1.8,0.2
13226,5,3,1.5,0.3
13227,4.9,3.3,1.5,0.3
13228,5.2,3.4,1.3,0.2
13229,5.2,3.3,1.3,0.2
13230,4.6,3.1,1.4,0.3
13231,4.7,3.1,1.5,0.2
13232,5.3,3.3,1.5,0.4
13233,5.2,4,1.5,0.2
13234,5.5,4.2,1.4,0.3
13235,4.8,3,1.4,0.2
13236,5,3,1.2,0.3
13237,5.5,3.4,1.3,0.3
13238,4.7,3.1,1.6,0.1
13239,4.5,3,1.2,0.3
13240,5.2,3.3,1.6,0.3
13241,4.8,3.6,1.2,0.2
13242,4.4,2.2,1.3,0.3
13243,4.5,3.1,1.3,0.2
13244,4.8,3.4,1.6,0.7
13245,5.1,3.7,1.9,0.5
13246,4.9,3,1.4,0.4
13247,4.9,3.6,1.6,0.2
13248,4.5,3.2,1.3,0.3
13249,5.3,3.8,1.5,0.1
13250,4.9,3.4,1.4,0.3
13251,7,3,4.5,1.5
13252,6.4,3.3,4.4,1.5
13253,6.8,3,4.7,1.6
13254,5.3,2.3,3.9,1.2
13255,6.5,2.7,4.6,1.6
13256,5.7,2.8,4.3,1.4
13257,6.2,3.1,4.5,1.8
13258,4.9,2.3,3.2,1.1
13259,6.4,2.8,4.5,1.3
13260,5.1,2.8,3.9,1.5
13261,5,1.9,3.5,1.1
13262,5.9,2.9,4.1,1.6
13263,6,2.1,3.9,0.9
13264,6,2.8,4.6,1.4
13265,5.6,2.8,3.5,1.2
13266,6.5,3,4.3,1.4
13267,5.4,2.9,4.5,1.6
13268,5.8,2.6,4,1
13269,6.3,2.3,4.5,1.6
13270,5.4,2.5,4,1.2
13271,5.9,3.1,4.9,1.9
13272,6,2.7,4,1.3
13273,6.2,2.5,4.9,1.5
13274,6.2,2.7,4.6,1.3
13275,6.2,2.9,4.3,1.3
13276,6.6,2.8,4.3,1.4
13277,6.6,2.8,4.6,1.5
13278,6.6,2.8,5,1.8
13279,6,2.7,4.4,1.5
13280,5.7,2.6,3.4,1.1
13281,5.4,2.3,3.6,1
13282,5.3,2.2,3.6,1
13283,5.8,2.7,3.7,1.3
13284,6.1,2.8,5.1,1.7
13285,5.4,2.9,4.4,1.7
13286,5.9,3.3,4.5,1.7
13287,6.6,2.9,4.5,1.6
13288,6.2,2.1,4.3,1.4
13289,5.6,2.9,4,1.4
13290,5.4,2.5,4,1.4
13291,5.4,2.6,4.3,1.3
13292,6,2.8,4.6,1.5
13293,5.7,2.5,4,1.1
13294,5,2.2,3.2,1.2
13295,5.6,2.7,4.1,1.3
13296,5.5,2.9,4.1,1.2
13297,5.8,2.8,4.2,1.4
13298,6.2,2.8,4.2,1.4
13299,5,2.5,3,1.1
13300,5.6,2.8,4.2,1.3
13301,6.3,3.1,5.9,2.6
13302,5.7,2.7,5.2,2.1
13303,6.9,3,5.8,2.2
13304,6.2,2.7,5.5,1.9
13305,6.4,2.9,5.6,2.4
13306,7.5,3.1,6.6,2.2
13307,5,2.6,4.3,1.7
13308,7.2,2.8,6.2,1.7
13309,6.7,2.5,5.7,1.9
13310,7.1,3.6,6.2,2.4
13311,6.3,3.1,5.1,2.2
13312,6.3,2.6,5.2,1.9
13313,6.9,2.9,5.4,2.2
13314,5.7,2.6,4.9,2
13315,5.7,2.8,5,2.6
13316,6.3,3,5.3,2.4
13317,6.4,2.8,5.5,1.7
13318,7.7,3.8,6.6,2.2
13319,7.7,2.6,6.9,2.3
13320,5.8,2.2,5,1.7
13321,6.8,3,5.6,2.3
13322,5.7,2.7,4.8,2
13323,7.6,2.7,6.7,2
13324,6.2,2.6,4.9,1.9
13325,6.7,3.2,5.6,2.3
13326,7.1,3.3,6,1.7
13327,6.2,2.9,4.7,1.9
13328,6,2.9,4.8,1.9
13329,6.2,2.7,5.6,2.1
13330,7.1,3,5.8,1.7
13331,7.3,2.8,6.1,1.8
13332,7.8,3.8,6.4,2
13333,6.4,2.7,5.6,2.2
13334,6.1,2.8,5,1.5
13335,6,2.5,5.5,1.4
13336,7.6,3,6,2.4
13337,6.3,3.5,5.6,2.4
13338,6.4,3.1,5.4,1.9
13339,6,2.9,4.9,1.8
13340,7,3.1,5.3,2.3
13341,6.7,3,5.4,2.3
13342,6.8,3.1,5.1,2.4
13343,5.6,2.6,4.9,2
13344,6.8,3.2,6,2.4
13345,6.7,3.2,5.5,2.5
13346,6.6,3,5.1,2.4
13347,6.4,2.5,4.9,1.9
13348,6.3,3,5.2,2.1
13349,6.1,3.4,5.3,2.4
13350,5.9,3,5.1,2
13351,5.1,3.6,1.3,0.2
13352,5,3,1.4,0.2
13353,4.7,3.1,1.4,0.2
13354,4.6,3,1.3,0.3
13355,5.1,3.4,1.4,0.3
13356,5.3,3.7,1.6,0.4
13357,4.7,3.4,1.2,0.3
13358,4.8,3.2,1.4,0.4
13359,4.3,2.9,1.4,0.2
13360,4.9,3,1.4,0.2
13361,5.4,3.6,1.4,0.2
13362,4.8,3.4,1.5,0.2
13363,4.8,3,1.5,0.2
13364,4.3,3,0.9,0.3
13365,5.7,3.8,1.1,0.2
13366,5.5,4.5,1.5,0.5
13367,5.4,4,1.3,0.3
13368,5,3.4,1.5,0.4
13369,5.6,3.7,1.7,0.4
13370,5.1,3.7,1.5,0.4
13371,5.4,3.4,1.7,0.3
13372,5.1,3.7,1.4,0.4
13373,4.4,3.6,0.9,0.4
13374,4.9,3.3,1.7,0.6
13375,4.8,3.4,1.8,0.3
13376,4.9,2.8,1.5,0.3
13377,4.9,3.3,1.6,0.3
13378,5.2,3.4,1.5,0.3
13379,5.1,3.3,1.5,0.2
13380,4.7,3,1.6,0.2
13381,4.8,3.2,1.6,0.2
13382,5.5,3.4,1.4,0.3
13383,5.1,4.1,1.5,0.3
13384,5.4,4.2,1.4,0.2
13385,4.8,3.1,1.4,0.3
13386,5,3.2,1,0.2
13387,5.3,3.5,1.1,0.3
13388,4.9,3,1.6,0.1
13389,4.3,3,1.2,0.4
13390,5.2,3.4,1.4,0.2
13391,5,3.4,1.3,0.3
13392,4.4,2.3,1.2,0.4
13393,4.2,3.1,1.3,0.1
13394,4.9,3.4,1.7,0.5
13395,5.1,3.6,1.7,0.4
13396,4.8,2.9,1.3,0.3
13397,5.2,3.6,1.5,0.3
13398,4.4,3.2,1.4,0.4
13399,5.3,3.6,1.5,0.2
13400,5,3.2,1.5,0.2
13401,6.9,3.2,4.7,1.4
13402,6.2,3.2,4.5,1.5
13403,6.8,3.2,4.8,1.6
13404,5.5,2.3,4,1.4
13405,6.3,2.7,4.4,1.6
13406,5.6,2.9,4.6,1.4
13407,6.4,3.3,4.6,1.6
13408,4.7,2.4,3.3,1
13409,6.6,2.9,4.5,1.5
13410,5,2.6,3.7,1.5
13411,5,1.9,3.6,1.1
13412,5.8,3,4.1,1.5
13413,6.1,2.1,4,1
13414,6,2.8,4.6,1.4
13415,5.7,2.8,3.6,1.3
13416,6.7,3,4.4,1.4
13417,5.5,3,4.4,1.5
13418,5.6,2.6,4,1
13419,6.2,2.2,4.4,1.6
13420,5.5,2.4,3.8,1.1
13421,5.9,3.1,4.8,1.9
13422,6,2.9,3.9,1.4
13423,6.3,2.4,5,1.6
13424,6,2.9,4.6,1.3
13425,6.4,2.8,4.2,1.4
13426,6.5,2.9,4.3,1.5
13427,6.8,2.7,4.7,1.4
13428,6.7,3.1,4.9,1.8
13429,6,2.9,4.5,1.4
13430,5.5,2.4,3.3,1
13431,5.5,2.4,3.7,1.1
13432,5.5,2.3,3.7,1
13433,5.7,2.6,4,1.2
13434,5.9,2.6,5,1.7
13435,5.4,3.1,4.4,1.5
13436,6,3.4,4.4,1.7
13437,6.5,3.1,4.7,1.6
13438,6.2,2.2,4.3,1.4
13439,5.5,3,4.1,1.3
13440,5.5,2.4,4,1.5
13441,5.4,2.5,4.3,1.3
13442,6.1,3,4.6,1.5
13443,5.7,2.6,4,1.2
13444,4.9,2.3,3.1,1.1
13445,5.6,2.7,4.3,1.2
13446,5.7,3.1,4.2,1.1
13447,5.6,2.8,4.1,1.3
13448,6.1,2.9,4.2,1.4
13449,5.1,2.5,2.9,1.2
13450,5.6,2.8,4.2,1.4
13451,6.3,3.4,5.8,2.6
13452,5.7,2.7,5.1,1.9
13453,7.1,2.9,5.9,2.1
13454,6.1,2.9,5.4,1.9
13455,6.5,3,5.8,2.3
13456,7.6,2.8,6.6,2.1
13457,4.9,2.4,4.6,1.7
13458,7.1,2.9,6.3,1.8
13459,6.6,2.5,5.7,1.8
13460,7.3,3.7,6.1,2.7
13461,6.5,3.2,5.1,2.1
13462,6.4,2.6,5.3,1.9
13463,6.8,3,5.3,2.2
13464,5.7,2.4,4.9,2
13465,5.7,2.8,5,2.5
13466,6.2,3.1,5.3,2.3
13467,6.6,2.9,5.4,1.9
13468,7.8,3.7,6.7,2.1
13469,7.7,2.6,6.9,2.4
13470,6.1,2.2,5,1.6
13471,6.9,3.2,5.8,2.5
13472,5.6,2.8,4.8,2.1
13473,7.7,2.8,6.7,2
13474,6.4,2.7,4.8,1.8
13475,6.7,3.4,5.8,2
13476,7.1,3.1,5.9,1.8
13477,6.1,2.6,4.7,1.8
13478,5.9,3,5,1.9
13479,6.3,2.8,5.6,2.2
13480,7,2.9,5.8,1.6
13481,7.3,2.8,5.9,2
13482,7.8,3.8,6.3,2
13483,6.4,2.7,5.5,2.3
13484,6.3,2.7,5.1,1.5
13485,6.2,2.5,5.5,1.4
13486,7.6,2.9,6.1,2.3
13487,6.2,3.4,5.6,2.5
13488,6.4,2.9,5.5,1.9
13489,6,2.9,4.7,1.9
13490,6.8,3,5.4,2.3
13491,6.7,3.2,5.6,2.5
13492,6.8,3.1,5,2.4
13493,5.7,2.8,5.2,1.9
13494,6.7,3.1,5.8,2.3
13495,6.7,3.3,5.6,2.6
13496,6.6,2.9,5.2,2.2
13497,6.2,2.5,4.8,2
13498,6.4,3,5.2,2
13499,6.2,3.3,5.3,2.3
13500,5.9,3.1,5.1,1.8
13501,5.2,3.4,1.2,0.4
13502,4.9,2.9,1.4,0.4
13503,4.6,3.1,1.2,0.3
13504,4.5,3,1.5,0.1
13505,4.9,3.7,1.4,0.3
13506,5.5,3.9,1.6,0.5
13507,4.6,3.5,1.4,0.5
13508,4.9,3.4,1.6,0.4
13509,4.2,2.8,1.2,0.3
13510,4.9,3,1.6,0.1
13511,5.4,3.6,1.5,0.3
13512,4.7,3.4,1.6,0.2
13513,4.8,3,1.3,0.2
13514,4.3,3,1.1,0.1
13515,5.8,4,1.2,0.1
13516,5.6,4.4,1.5,0.4
13517,5.3,3.8,1.3,0.4
13518,5,3.4,1.2,0.4
13519,5.7,3.8,1.6,0.3
13520,5.1,3.8,1.4,0.4
13521,5.2,3.3,1.6,0.3
13522,5.1,3.5,1.5,0.4
13523,4.7,3.6,0.8,0.3
13524,5.1,3.3,1.7,0.6
13525,4.8,3.3,2,0.3
13526,4.9,3,1.6,0.2
13527,5,3.2,1.6,0.4
13528,5.2,3.4,1.4,0.3
13529,5.2,3.3,1.5,0.4
13530,4.7,3.2,1.4,0.2
13531,4.7,3.2,1.5,0.2
13532,5.4,3.4,1.5,0.3
13533,5.2,4.2,1.4,0.2
13534,5.3,4.1,1.5,0.2
13535,4.8,3.2,1.4,0.1
13536,5,3.1,1.2,0.2
13537,5.5,3.6,1.1,0.3
13538,4.9,3.2,1.4,0.2
13539,4.4,2.9,1.4,0.2
13540,5.1,3.4,1.4,0.4
13541,4.9,3.5,1.3,0.4
13542,4.5,2.2,1.3,0.2
13543,4.4,3.2,1.2,0.2
13544,4.9,3.3,1.5,0.7
13545,5.2,3.8,1.8,0.5
13546,4.7,3,1.3,0.4
13547,5,3.6,1.7,0.2
13548,4.5,3.2,1.3,0.3
13549,5.3,3.6,1.3,0.3
13550,5.1,3.3,1.3,0.2
13551,6.9,3.2,4.8,1.6
13552,6.4,3.2,4.5,1.6
13553,6.9,3,4.7,1.4
13554,5.4,2.3,3.9,1.4
13555,6.5,2.6,4.6,1.5
13556,5.6,2.7,4.6,1.3
13557,6.3,3.2,4.7,1.5
13558,4.9,2.3,3.3,1.1
13559,6.5,2.9,4.4,1.4
13560,5.2,2.5,3.9,1.4
13561,4.9,1.9,3.6,1.1
13562,5.7,2.8,4.1,1.6
13563,5.8,2.3,4,0.9
13564,6.1,3,4.7,1.5
13565,5.5,2.9,3.6,1.3
13566,6.6,2.9,4.2,1.4
13567,5.5,3,4.5,1.5
13568,5.9,2.7,4.2,1.1
13569,6.3,2,4.4,1.7
13570,5.5,2.5,3.7,1.2
13571,5.8,3.2,4.8,1.8
13572,6,2.8,4,1.3
13573,6.2,2.5,4.9,1.5
13574,6.1,2.8,4.7,1.4
13575,6.4,2.9,4.2,1.5
13576,6.5,3,4.2,1.5
13577,6.8,2.8,4.8,1.6
13578,6.7,2.9,4.9,1.8
13579,5.9,2.8,4.4,1.6
13580,5.7,2.5,3.6,0.9
13581,5.4,2.4,3.8,1.2
13582,5.4,2.3,3.6,1
13583,5.6,2.6,4,1.2
13584,5.8,2.7,5.1,1.5
13585,5.4,3,4.3,1.4
13586,5.9,3.4,4.4,1.7
13587,6.7,3.1,4.8,1.4
13588,6.2,2.3,4.4,1.3
13589,5.5,2.8,4.1,1.4
13590,5.5,2.5,4,1.3
13591,5.5,2.7,4.3,1.3
13592,6,3,4.5,1.4
13593,5.7,2.6,3.8,1.2
13594,5,2.3,3.2,1.1
13595,5.5,2.5,4.1,1.3
13596,5.7,2.8,4.1,1.4
13597,5.7,2.9,4.2,1.3
13598,6.2,2.8,4.2,1.4
13599,5,2.4,2.8,1.2
13600,5.7,2.7,4,1.2
13601,6.2,3.4,6,2.5
13602,5.7,2.7,5,1.9
13603,7,2.9,6,2.2
13604,6.3,2.7,5.6,1.9
13605,6.5,2.9,5.8,2.3
13606,7.4,2.8,6.5,2.2
13607,4.9,2.6,4.5,1.9
13608,7.4,2.7,6.3,1.8
13609,6.6,2.5,5.9,1.9
13610,7.1,3.5,6.2,2.5
13611,6.5,3,5.1,1.9
13612,6.3,2.6,5.2,2.1
13613,6.6,2.9,5.4,2
13614,5.8,2.5,4.8,2
13615,5.8,2.8,4.9,2.4
13616,6.2,3.1,5.3,2.5
13617,6.4,3,5.3,1.9
13618,7.6,3.7,6.5,2.1
13619,7.7,2.5,6.8,2.4
13620,6.1,2.2,4.9,1.6
13621,6.7,3.2,5.6,2.5
13622,5.5,2.8,4.8,2.1
13623,7.5,2.7,6.6,2
13624,6.3,2.8,4.7,1.9
13625,6.7,3.3,5.6,2.1
13626,7.1,3.2,5.9,1.8
13627,6.2,2.8,4.7,1.9
13628,6.1,3,4.9,1.7
13629,6.3,2.8,5.5,2.1
13630,7.1,2.9,5.9,1.8
13631,7.4,2.7,6,2
13632,7.9,3.8,6.5,2.1
13633,6.4,2.7,5.5,2.3
13634,6.3,2.7,5,1.6
13635,6,2.5,5.5,1.4
13636,7.6,2.9,6.1,2.4
13637,6.3,3.4,5.6,2.4
13638,6.3,3,5.6,1.8
13639,6,3,4.7,1.8
13640,6.7,3,5.4,2.1
13641,6.7,3.2,5.5,2.4
13642,6.8,3,5.1,2.3
13643,5.6,2.5,5,1.9
13644,6.8,3.2,6,2.5
13645,6.7,3.2,5.6,2.5
13646,6.6,2.8,5,2.4
13647,6.2,2.4,4.8,2
13648,6.4,2.9,5.1,2
13649,6.1,3.4,5.4,2.4
13650,5.9,2.9,4.9,1.9
13651,5.1,3.5,1.3,0.3
13652,4.7,2.9,1.3,0.2
13653,4.6,3.1,1.2,0.2
13654,4.6,3.1,1.5,0.3
13655,4.8,3.5,1.3,0.2
13656,5.3,3.8,1.6,0.4
13657,4.5,3.4,1.3,0.4
13658,5,3.4,1.5,0.2
13659,4.5,2.9,1.4,0.2
13660,4.8,3,1.3,0.3
13661,5.3,3.6,1.5,0.2
13662,4.7,3.3,1.6,0.2
13663,4.8,3,1.4,0.1
13664,4.1,2.8,1,0.2
13665,5.7,4,1.1,0.2
13666,5.5,4.5,1.5,0.4
13667,5.2,3.7,1.2,0.4
13668,5.2,3.4,1.3,0.3
13669,5.7,3.8,1.5,0.2
13670,5,3.7,1.5,0.4
13671,5.3,3.3,1.8,0.3
13672,5,3.6,1.3,0.5
13673,4.5,3.6,0.9,0.3
13674,5,3.3,1.8,0.4
13675,4.7,3.3,1.8,0.3
13676,4.8,2.9,1.6,0.1
13677,4.8,3.3,1.5,0.6
13678,5.1,3.6,1.5,0.3
13679,5.2,3.4,1.3,0.3
13680,4.7,3.2,1.5,0.1
13681,4.7,3.1,1.6,0.3
13682,5.4,3.5,1.3,0.4
13683,5.2,4.1,1.5,0.1
13684,5.4,4.1,1.2,0.2
13685,4.9,3,1.3,0.1
13686,5,3.1,1.2,0.2
13687,5.4,3.5,1.2,0.1
13688,4.9,3.2,1.4,0.1
13689,4.5,3,1.2,0.4
13690,5,3.3,1.5,0.4
13691,4.9,3.3,1.2,0.3
13692,4.4,2.3,1.4,0.4
13693,4.4,3.2,1.2,0.2
13694,5,3.6,1.5,0.7
13695,5,3.8,1.9,0.4
13696,4.8,3,1.4,0.4
13697,4.9,3.7,1.5,0.4
13698,4.5,3.1,1.3,0.3
13699,5.2,3.7,1.4,0.3
13700,5,3.3,1.3,0.3
13701,7,3.1,4.6,1.5
13702,6.4,3,4.4,1.5
13703,6.9,3.1,4.9,1.5
13704,5.4,2.2,3.9,1.4
13705,6.5,2.7,4.5,1.5
